fecha,licenciataria,demanda_millones_m3d
2021-03-10,Distribuidora de Gas Cuyana,1.074687
2021-03-10,Distribuidora de Gas del Centro,0.97686
2021-03-10,MetroGAS,3.7629
2021-03-10,Camuzzi Gas Pampeana,1.992624
2021-03-10,Naturgy NOA,0.97
2021-03-10,Litoral Gas,1.290198
2021-03-10,Camuzzi Gas del Sur,3.890552
2021-03-11,Distribuidora de Gas Cuyana,1.146217
2021-03-11,Camuzzi Gas del Sur,4.553979
2021-03-11,Naturgy BAN,3.06
2021-03-11,Naturgy NOA,1
2021-03-11,Camuzzi Gas Pampeana,2.278966
2021-03-11,Distribuidora de Gas del Centro,0.970193
2021-03-11,MetroGAS,3.7265
2021-03-11,GasNea,0.163007
2021-03-11,Litoral Gas,1.371341
2021-03-12,Camuzzi Gas del Sur,4.01818
2021-03-12,Distribuidora de Gas Cuyana,1.479753
2021-03-12,Naturgy BAN,3.07
2021-03-12,Distribuidora de Gas del Centro,0.999
2021-03-12,MetroGAS,3.5023
2021-03-12,Naturgy NOA,1.03
2021-03-12,GasNea,0.093754
2021-03-12,Camuzzi Gas Pampeana,2.067761
2021-03-12,Litoral Gas,1.139875
2021-03-13,MetroGAS,3.0802
2021-03-13,Naturgy NOA,1.03
2021-03-13,Naturgy BAN,2.84
2021-03-13,GasNea,0.114337
2021-03-13,Camuzzi Gas Pampeana,2.272305
2021-03-13,Distribuidora de Gas Cuyana,1.353
2021-03-13,Distribuidora de Gas del Centro,0.949
2021-03-13,Camuzzi Gas del Sur,4.06929
2021-03-13,Litoral Gas,0.753428
2021-03-14,Distribuidora de Gas del Centro,0.776005
2021-03-14,Camuzzi Gas Pampeana,2.081504
2021-03-14,Camuzzi Gas del Sur,3.589971
2021-03-14,Naturgy NOA,0.96
2021-03-14,MetroGAS,2.703
2021-03-14,GasNea,0.200128
2021-03-14,Distribuidora de Gas Cuyana,1.251358
2021-03-14,Naturgy BAN,2.64
2021-03-14,Litoral Gas,1.052778
2021-03-15,Litoral Gas,1.33432
2021-03-15,Camuzzi Gas del Sur,4.153993
2021-03-15,Camuzzi Gas Pampeana,2.047651
2021-03-15,Distribuidora de Gas del Centro,1.059565
2021-03-15,Naturgy BAN,3.29
2021-03-15,MetroGAS,3.6734
2021-03-15,GasNea,0.23706
2021-03-15,Naturgy NOA,1.02
2021-03-15,Distribuidora de Gas Cuyana,1.071696
2021-03-16,Distribuidora de Gas Cuyana,1.073715
2021-03-16,Naturgy NOA,1.02
2021-03-16,GasNea,0.129217
2021-03-16,Litoral Gas,1.441538
2021-03-16,Distribuidora de Gas del Centro,1.047124
2021-03-16,Naturgy BAN,3.51
2021-03-16,Camuzzi Gas Pampeana,2.08312
2021-03-16,Camuzzi Gas del Sur,4.966305
2021-03-16,MetroGAS,3.6286
2021-03-17,Litoral Gas,1.535535
2021-03-17,Distribuidora de Gas Cuyana,1.512124
2021-03-17,Distribuidora de Gas del Centro,1.188984
2021-03-17,Naturgy NOA,1.04
2021-03-17,GasNea,0.28346
2021-03-17,MetroGAS,4.2053
2021-03-17,Naturgy BAN,3.71
2021-03-17,Camuzzi Gas Pampeana,2.849199
2021-03-17,Camuzzi Gas del Sur,6.46603
2021-03-18,Camuzzi Gas Pampeana,3.235823
2021-03-18,Distribuidora de Gas del Centro,1.376713
2021-03-18,Distribuidora de Gas Cuyana,1.798325
2021-03-18,Camuzzi Gas del Sur,6.163193
2021-03-18,Naturgy NOA,1
2021-03-18,GasNea,0.193955
2021-03-18,Naturgy BAN,4.12
2021-03-18,Litoral Gas,1.498456
2021-03-18,MetroGAS,4.5111
2021-03-19,Litoral Gas,1.404431
2021-03-19,GasNea,0.267521
2021-03-19,Naturgy NOA,0.97
2021-03-19,Distribuidora de Gas del Centro,1.371724
2021-03-19,Distribuidora de Gas Cuyana,1.753515
2021-03-19,Camuzzi Gas Pampeana,3.420809
2021-03-19,MetroGAS,4.5179
2021-03-19,Naturgy BAN,3.63
2021-03-19,Camuzzi Gas del Sur,5.517659
2021-03-20,Naturgy NOA,0.94
2021-03-20,Distribuidora de Gas del Centro,1.139095
2021-03-20,Naturgy BAN,3.57
2021-03-20,Camuzzi Gas Pampeana,2.595416
2021-03-20,GasNea,0.116599
2021-03-20,Camuzzi Gas del Sur,5.324487
2021-03-20,Litoral Gas,1.227446
2021-03-20,MetroGAS,4.0139
2021-03-20,Distribuidora de Gas Cuyana,1.550081
2021-03-21,Distribuidora de Gas del Centro,1.119732
2021-03-21,MetroGAS,3.5476
2021-03-21,Litoral Gas,1.163319
2021-03-21,GasNea,0.178483
2021-03-21,Distribuidora de Gas Cuyana,1.408662
2021-03-21,Naturgy BAN,3.22
2021-03-21,Camuzzi Gas Pampeana,2.929946
2021-03-21,Camuzzi Gas del Sur,4.496337
2021-03-21,Naturgy NOA,0.79
2021-03-22,Distribuidora de Gas Cuyana,1.560012
2021-03-22,Camuzzi Gas Pampeana,2.92481
2021-03-22,Naturgy NOA,1.11
2021-03-22,Camuzzi Gas del Sur,5.196514
2021-03-22,Distribuidora de Gas del Centro,1.051359
2021-03-22,MetroGAS,4.2235
2021-03-22,GasNea,0.147357
2021-03-22,Naturgy BAN,3.73
2021-03-22,Litoral Gas,1.436128
2021-03-23,Camuzzi Gas del Sur,4.811984
2021-03-23,Camuzzi Gas Pampeana,2.583739
2021-03-23,Naturgy NOA,1.13
2021-03-23,Distribuidora de Gas del Centro,1.088473
2021-03-23,GasNea,0.208928
2021-03-23,MetroGAS,4.1539
2021-03-23,Naturgy BAN,3.59
2021-03-23,Distribuidora de Gas Cuyana,1.388368
2021-03-23,Litoral Gas,1.276632
2021-03-24,Camuzzi Gas del Sur,5.659691
2021-03-24,MetroGAS,3.7556
2021-03-24,Camuzzi Gas Pampeana,2.384105
2021-03-24,Distribuidora de Gas del Centro,1.149755
2021-03-24,Naturgy BAN,2.96
2021-03-24,Naturgy NOA,1.14
2021-03-24,Distribuidora de Gas Cuyana,1.383462
2021-03-24,GasNea,0.19199
2021-03-24,Litoral Gas,1.226652
2021-03-25,GasNea,0.149114
2021-03-25,Camuzzi Gas Pampeana,2.572035
2021-03-25,Distribuidora de Gas del Centro,1.054487
2021-03-25,Naturgy BAN,3.56
2021-03-25,Camuzzi Gas del Sur,6.308681
2021-03-25,Distribuidora de Gas Cuyana,1.681418
2021-03-25,Litoral Gas,1.472324
2021-03-25,Naturgy NOA,1.12
2021-03-25,MetroGAS,4.2434
2021-03-26,MetroGAS,4.1946
2021-03-26,Naturgy NOA,1.17
2021-03-26,Camuzzi Gas del Sur,5.544673
2021-03-26,Camuzzi Gas Pampeana,3.124147
2021-03-26,Naturgy BAN,3.44
2021-03-26,Litoral Gas,1.2063
2021-03-26,Distribuidora de Gas Cuyana,1.905671
2021-03-26,GasNea,0.087612
2021-03-26,Distribuidora de Gas del Centro,1.329946
2021-03-27,Camuzzi Gas Pampeana,3.374489
2021-03-27,MetroGAS,3.8319
2021-03-27,Camuzzi Gas del Sur,5.663373
2021-03-27,Naturgy NOA,1.22
2021-03-27,GasNea,0.157325
2021-03-27,Litoral Gas,0.693162
2021-03-27,Naturgy BAN,3.24
2021-03-27,Distribuidora de Gas del Centro,1.167253
2021-03-27,Distribuidora de Gas Cuyana,2.088054
2021-03-28,GasNea,0.258273
2021-03-28,Camuzzi Gas Pampeana,3.019209
2021-03-28,Camuzzi Gas del Sur,5.765768
2021-03-28,Distribuidora de Gas del Centro,1.136353
2021-03-28,Litoral Gas,0.96668
2021-03-28,Naturgy NOA,1.02
2021-03-28,Distribuidora de Gas Cuyana,1.765087
2021-03-28,MetroGAS,3.4622
2021-03-28,Naturgy BAN,2.94
2021-03-29,Distribuidora de Gas Cuyana,1.682231
2021-03-29,GasNea,0.205411
2021-03-29,Litoral Gas,1.466941
2021-03-29,Naturgy NOA,1.13
2021-03-29,MetroGAS,4.3066
2021-03-29,Distribuidora de Gas del Centro,1.322646
2021-03-29,Camuzzi Gas Pampeana,3.011133
2021-03-29,Naturgy BAN,3.68
2021-03-29,Camuzzi Gas del Sur,5.649338
2021-03-30,Naturgy BAN,3.75
2021-03-30,Litoral Gas,1.48789
2021-03-30,MetroGAS,3.6546
2021-03-30,Camuzzi Gas Pampeana,3.284999
2021-03-30,Naturgy NOA,1.18
2021-03-30,GasNea,0.210838
2021-03-30,Distribuidora de Gas Cuyana,1.565559
2021-03-30,Camuzzi Gas del Sur,5.269914
2021-03-30,Distribuidora de Gas del Centro,1.162688
2021-03-31,Camuzzi Gas del Sur,5.749528
2021-03-31,Camuzzi Gas Pampeana,3.02175
2021-03-31,Naturgy NOA,1.18
2021-03-31,GasNea,0.224354
2021-03-31,MetroGAS,4.46
2021-03-31,Distribuidora de Gas del Centro,1.20031
2021-03-31,Naturgy BAN,3.61
2021-03-31,Distribuidora de Gas Cuyana,1.615529
2021-03-31,Litoral Gas,1.483435
2021-04-01,Camuzzi Gas Pampeana,3.254546
2021-04-01,Naturgy BAN,4.13
2021-04-01,Camuzzi Gas del Sur,6.141886
2021-04-01,Naturgy NOA,0.88
2021-04-01,Distribuidora de Gas Cuyana,1.462981
2021-04-01,Litoral Gas,1.361367
2021-04-01,MetroGAS,4.114
2021-04-01,Distribuidora de Gas del Centro,1.330023
2021-04-01,GasNea,0.22755
2021-04-02,MetroGAS,3.4919
2021-04-02,Camuzzi Gas del Sur,5.233465
2021-04-02,Naturgy BAN,3.38
2021-04-02,GasNea,0.203096
2021-04-02,Distribuidora de Gas Cuyana,1.043482
2021-04-02,Camuzzi Gas Pampeana,3.265374
2021-04-02,Naturgy NOA,0.81
2021-04-02,Litoral Gas,1.227817
2021-04-02,Distribuidora de Gas del Centro,1.297259
2021-04-03,Distribuidora de Gas del Centro,1.121922
2021-04-03,GasNea,0.160383
2021-04-03,Naturgy NOA,0.85
2021-04-03,Litoral Gas,1.226488
2021-04-03,Naturgy BAN,3.1
2021-04-03,Camuzzi Gas del Sur,5.362621
2021-04-03,Distribuidora de Gas Cuyana,1.246388
2021-04-03,Camuzzi Gas Pampeana,2.815744
2021-04-03,MetroGAS,3.6936
2021-04-04,Naturgy NOA,0.79
2021-04-04,Camuzzi Gas del Sur,5.477005
2021-04-04,Naturgy BAN,2.87
2021-04-04,Camuzzi Gas Pampeana,2.452138
2021-04-04,GasNea,0.271184
2021-04-04,MetroGAS,3.2578
2021-04-04,Distribuidora de Gas Cuyana,1.374498
2021-04-04,Litoral Gas,1.005342
2021-04-04,Distribuidora de Gas del Centro,0.766457
2021-04-05,Camuzzi Gas Pampeana,2.304337
2021-04-05,MetroGAS,3.9501
2021-04-05,Naturgy NOA,0.84
2021-04-05,Distribuidora de Gas Cuyana,1.228911
2021-04-05,Camuzzi Gas del Sur,6.386651
2021-04-05,GasNea,0.235053
2021-04-05,Distribuidora de Gas del Centro,0.992583
2021-04-05,Litoral Gas,1.50953
2021-04-05,Naturgy BAN,3.31
2021-04-06,Naturgy BAN,3.39
2021-04-06,Litoral Gas,1.222739
2021-04-06,GasNea,0.195597
2021-04-06,Distribuidora de Gas Cuyana,1.173041
2021-04-06,Distribuidora de Gas del Centro,0.957224
2021-04-06,Camuzzi Gas del Sur,6.596409
2021-04-06,Camuzzi Gas Pampeana,2.683754
2021-04-06,Naturgy NOA,0.89
2021-04-06,MetroGAS,4.3191
2021-04-07,Distribuidora de Gas del Centro,1.053533
2021-04-07,Naturgy BAN,3.32
2021-04-07,Camuzzi Gas del Sur,6.394455
2021-04-07,MetroGAS,3.8938
2021-04-07,Litoral Gas,1.088086
2021-04-07,Naturgy NOA,0.93
2021-04-07,GasNea,0.219606
2021-04-07,Distribuidora de Gas Cuyana,1.381
2021-04-07,Camuzzi Gas Pampeana,2.462487
2021-04-08,Camuzzi Gas Pampeana,2.760532
2021-04-08,Litoral Gas,1.03302
2021-04-08,MetroGAS,4.2606
2021-04-08,GasNea,0.206066
2021-04-08,Camuzzi Gas del Sur,7.029627
2021-04-08,Naturgy BAN,3.43
2021-04-08,Distribuidora de Gas del Centro,0.857279
2021-04-08,Distribuidora de Gas Cuyana,1.507824
2021-04-08,Naturgy NOA,0.92
2021-04-09,MetroGAS,3.8958
2021-04-09,Distribuidora de Gas Cuyana,1.625872
2021-04-09,Naturgy NOA,0.93
2021-04-09,Naturgy BAN,3.56
2021-04-09,Camuzzi Gas Pampeana,2.815228
2021-04-09,Litoral Gas,1.051454
2021-04-09,GasNea,0.157121
2021-04-09,Camuzzi Gas del Sur,7.695448
2021-04-09,Distribuidora de Gas del Centro,1.341
2021-04-10,Naturgy NOA,0.94
2021-04-10,Naturgy BAN,3.3
2021-04-10,Camuzzi Gas del Sur,7.473274
2021-04-10,GasNea,0.11863
2021-04-10,Camuzzi Gas Pampeana,3.250511
2021-04-10,Distribuidora de Gas Cuyana,2.321636
2021-04-10,Litoral Gas,0.954312
2021-04-10,Distribuidora de Gas del Centro,1.087
2021-04-10,MetroGAS,3.6194
2021-04-11,MetroGAS,3.9941
2021-04-11,Litoral Gas,0.822322
2021-04-11,Naturgy BAN,3.49
2021-04-11,Distribuidora de Gas Cuyana,1.968209
2021-04-11,Camuzzi Gas Pampeana,3.118524
2021-04-11,Camuzzi Gas del Sur,7.208265
2021-04-11,Naturgy NOA,0.81
2021-04-11,Distribuidora de Gas del Centro,1.085697
2021-04-11,GasNea,0.116524
2021-04-12,MetroGAS,4.2322
2021-04-12,GasNea,0.282433
2021-04-12,Naturgy NOA,0.95
2021-04-12,Distribuidora de Gas del Centro,1.581458
2021-04-12,Naturgy BAN,3.89
2021-04-12,Camuzzi Gas Pampeana,3.212613
2021-04-12,Camuzzi Gas del Sur,6.634148
2021-04-12,Distribuidora de Gas Cuyana,1.989872
2021-04-12,Litoral Gas,1.14547
2021-04-13,Distribuidora de Gas Cuyana,1.622686
2021-04-13,MetroGAS,4.583
2021-04-13,Distribuidora de Gas del Centro,1.563
2021-04-13,Naturgy BAN,3.84
2021-04-13,Litoral Gas,1.218622
2021-04-13,Naturgy NOA,0.94
2021-04-13,Camuzzi Gas Pampeana,2.925161
2021-04-13,Camuzzi Gas del Sur,6.276385
2021-04-13,GasNea,0.204003
2021-04-14,Camuzzi Gas Pampeana,2.543685
2021-04-14,Camuzzi Gas del Sur,6.172174
2021-04-14,Distribuidora de Gas del Centro,1.536006
2021-04-14,Naturgy BAN,3.85
2021-04-14,Distribuidora de Gas Cuyana,1.790008
2021-04-14,GasNea,0.190778
2021-04-14,Litoral Gas,1.690847
2021-04-14,Naturgy NOA,0.97
2021-04-14,MetroGAS,4.5601
2021-04-15,Distribuidora de Gas del Centro,1.371822
2021-04-15,Distribuidora de Gas Cuyana,1.463959
2021-04-15,Camuzzi Gas Pampeana,3.217006
2021-04-15,GasNea,0.172804
2021-04-15,Naturgy NOA,0.97
2021-04-15,Naturgy BAN,3.51
2021-04-15,MetroGAS,4.1615
2021-04-15,Litoral Gas,1.1737
2021-04-15,Camuzzi Gas del Sur,6.583327
2021-04-16,Litoral Gas,0.987538
2021-04-16,Naturgy NOA,0.99
2021-04-16,Distribuidora de Gas del Centro,1.143994
2021-04-16,GasNea,0.146907
2021-04-16,Naturgy BAN,3.53
2021-04-16,MetroGAS,4.0027
2021-04-16,Distribuidora de Gas Cuyana,1.383097
2021-04-16,Camuzzi Gas Pampeana,2.855063
2021-04-16,Camuzzi Gas del Sur,7.140718
2021-04-17,GasNea,0.15688
2021-04-17,Naturgy NOA,0.97
2021-04-17,MetroGAS,3.7785
2021-04-17,Camuzzi Gas Pampeana,2.64165
2021-04-17,Camuzzi Gas del Sur,6.808376
2021-04-17,Distribuidora de Gas Cuyana,1.341413
2021-04-17,Litoral Gas,0.886349
2021-04-17,Naturgy BAN,3.23
2021-04-17,Distribuidora de Gas del Centro,1.04467
2021-04-18,Naturgy NOA,1
2021-04-18,MetroGAS,3.2722
2021-04-18,Camuzzi Gas Pampeana,2.508149
2021-04-18,GasNea,0.203994
2021-04-18,Camuzzi Gas del Sur,6.38141
2021-04-18,Naturgy BAN,3.09
2021-04-18,Distribuidora de Gas del Centro,1.182
2021-04-18,Distribuidora de Gas Cuyana,1.004268
2021-04-18,Litoral Gas,0.424413
2021-04-19,Naturgy BAN,3.6
2021-04-19,Naturgy NOA,1.03
2021-04-19,Distribuidora de Gas del Centro,1.248805
2021-04-19,Distribuidora de Gas Cuyana,1.169744
2021-04-19,MetroGAS,4.3289
2021-04-19,Camuzzi Gas del Sur,7.600531
2021-04-19,Litoral Gas,1.098342
2021-04-19,Camuzzi Gas Pampeana,2.460401
2021-04-19,GasNea,0.183199
2021-04-20,Naturgy BAN,3.62
2021-04-20,Naturgy NOA,1.03
2021-04-20,Distribuidora de Gas Cuyana,1.467245
2021-04-20,Distribuidora de Gas del Centro,1.322872
2021-04-20,GasNea,0.18702
2021-04-20,Camuzzi Gas del Sur,7.148175
2021-04-20,Camuzzi Gas Pampeana,2.622551
2021-04-20,Litoral Gas,1.221986
2021-04-20,MetroGAS,4.3047
2021-04-21,Litoral Gas,1.209841
2021-04-21,Distribuidora de Gas Cuyana,1.536223
2021-04-21,MetroGAS,4.3112
2021-04-21,GasNea,0.17176
2021-04-21,Camuzzi Gas Pampeana,2.981319
2021-04-21,Naturgy NOA,1.03
2021-04-21,Distribuidora de Gas del Centro,1.344
2021-04-21,Camuzzi Gas del Sur,7.998094
2021-04-21,Naturgy BAN,3.63
2021-04-22,Camuzzi Gas del Sur,9.039025
2021-04-22,Distribuidora de Gas del Centro,1.442794
2021-04-22,MetroGAS,4.1012
2021-04-22,Camuzzi Gas Pampeana,3.204558
2021-04-22,Naturgy NOA,1.07
2021-04-22,GasNea,0.14179
2021-04-22,Distribuidora de Gas Cuyana,2.108895
2021-04-22,Litoral Gas,1.209419
2021-04-22,Naturgy BAN,3.64
2021-04-23,Camuzzi Gas del Sur,9.451968
2021-04-23,Camuzzi Gas Pampeana,3.581812
2021-04-23,Naturgy BAN,3.5
2021-04-23,Distribuidora de Gas del Centro,1.442794
2021-04-23,GasNea,0.157316
2021-04-23,MetroGAS,3.8942
2021-04-23,Naturgy NOA,1.03
2021-04-23,Litoral Gas,1.229339
2021-04-23,Distribuidora de Gas Cuyana,1.769166
2021-04-24,Distribuidora de Gas Cuyana,1.638672
2021-04-24,Distribuidora de Gas del Centro,1.358339
2021-04-24,Naturgy NOA,0.98
2021-04-24,Naturgy BAN,3.69
2021-04-24,Litoral Gas,0.823894
2021-04-24,Camuzzi Gas del Sur,9.482297
2021-04-24,GasNea,0.068845
2021-04-24,MetroGAS,4.5165
2021-04-24,Camuzzi Gas Pampeana,3.692346
2021-04-25,Naturgy NOA,0.79
2021-04-25,Distribuidora de Gas Cuyana,1.597856
2021-04-25,GasNea,0.162273
2021-04-25,Camuzzi Gas del Sur,9.01262
2021-04-25,Camuzzi Gas Pampeana,3.679708
2021-04-25,Naturgy BAN,3.93
2021-04-25,Litoral Gas,0.961086
2021-04-25,MetroGAS,4.4633
2021-04-25,Distribuidora de Gas del Centro,1.331712
2021-04-26,Distribuidora de Gas del Centro,1.53403
2021-04-26,Camuzzi Gas del Sur,15.568652
2021-04-26,Camuzzi Gas Pampeana,8.642894
2021-04-26,Naturgy NOA,0.95
2021-04-26,Litoral Gas,1.211914
2021-04-26,Distribuidora de Gas Cuyana,1.436377
2021-04-26,GasNea,0.220973
2021-04-26,MetroGAS,4.7404
2021-04-26,Naturgy BAN,4.48
2021-04-27,Naturgy NOA,0.93
2021-04-27,Naturgy BAN,4.48
2021-04-27,Distribuidora de Gas Cuyana,1.645429
2021-04-27,Distribuidora de Gas del Centro,1.611052
2021-04-27,Camuzzi Gas del Sur,8.932596
2021-04-27,Camuzzi Gas Pampeana,4.073527
2021-04-27,Litoral Gas,1.356404
2021-04-27,GasNea,0.129912
2021-04-27,MetroGAS,4.8467
2021-04-28,GasNea,0.399489
2021-04-28,Camuzzi Gas del Sur,9.145912
2021-04-28,Naturgy NOA,0.91
2021-04-28,Naturgy BAN,2.42
2021-04-28,Camuzzi Gas Pampeana,3.631157
2021-04-28,Litoral Gas,1.400795
2021-04-28,Distribuidora de Gas Cuyana,1.714407
2021-04-28,Distribuidora de Gas del Centro,1.657222
2021-04-28,MetroGAS,4.947
2021-04-29,Naturgy NOA,1.1
2021-04-29,Litoral Gas,1.316455
2021-04-29,GasNea,0.129912
2021-04-29,Camuzzi Gas Pampeana,3.938818
2021-04-29,Camuzzi Gas del Sur,9.194933
2021-04-29,Naturgy BAN,3.97
2021-04-29,Distribuidora de Gas Cuyana,1.672254
2021-04-29,MetroGAS,4.7486
2021-04-29,Distribuidora de Gas del Centro,1.688775
2021-04-30,Distribuidora de Gas Cuyana,1.616041
2021-04-30,MetroGAS,4.8601
2021-04-30,Camuzzi Gas del Sur,9.359605
2021-04-30,Camuzzi Gas Pampeana,4.473889
2021-04-30,Distribuidora de Gas del Centro,1.835592
2021-04-30,GasNea,0.120368
2021-04-30,Naturgy NOA,1.11
2021-04-30,Litoral Gas,1.509237
2021-04-30,Naturgy BAN,4.31
2021-05-01,Naturgy NOA,0.95
2021-05-01,Camuzzi Gas del Sur,9.788334
2021-05-01,GasNea,0.188668
2021-05-01,Camuzzi Gas Pampeana,3.840832
2021-05-01,Naturgy BAN,3.72
2021-05-01,MetroGAS,2.7463
2021-05-01,Distribuidora de Gas Cuyana,1.496806
2021-05-01,Litoral Gas,0.71015
2021-05-01,Distribuidora de Gas del Centro,1.513498
2021-05-02,Distribuidora de Gas del Centro,1.30145
2021-05-02,GasNea,0.165645
2021-05-02,MetroGAS,3.5713
2021-05-02,Distribuidora de Gas Cuyana,1.808454
2021-05-02,Naturgy BAN,3.49
2021-05-02,Litoral Gas,1.057387
2021-05-02,Camuzzi Gas del Sur,10.22979
2021-05-02,Camuzzi Gas Pampeana,3.320481
2021-05-02,Naturgy NOA,0.99
2021-05-03,GasNea,0.126045
2021-05-03,Naturgy NOA,0.98
2021-05-03,Distribuidora de Gas del Centro,1.210272
2021-05-03,Distribuidora de Gas Cuyana,1.90463
2021-05-03,MetroGAS,4.8148
2021-05-03,Camuzzi Gas del Sur,12.865563
2021-05-03,Camuzzi Gas Pampeana,4.404706
2021-05-03,Litoral Gas,1.378129
2021-05-03,Naturgy BAN,4.29
2021-05-04,Distribuidora de Gas del Centro,2.285593
2021-05-04,Naturgy NOA,1.03
2021-05-04,Litoral Gas,2.061248
2021-05-04,GasNea,0.252277
2021-05-04,Camuzzi Gas Pampeana,7.521996
2021-05-04,MetroGAS,6.5421
2021-05-04,Distribuidora de Gas Cuyana,3.155359
2021-05-04,Naturgy BAN,5.76
2021-05-04,Camuzzi Gas del Sur,14.124203
2021-05-05,Distribuidora de Gas del Centro,3.166687
2021-05-05,GasNea,0.309992
2021-05-05,Distribuidora de Gas Cuyana,3.651664
2021-05-05,Camuzzi Gas Pampeana,9.201868
2021-05-05,MetroGAS,8.0444
2021-05-05,Naturgy NOA,1.46
2021-05-05,Camuzzi Gas del Sur,14.106447
2021-05-05,Naturgy BAN,7.33
2021-05-05,Litoral Gas,2.540386
2021-05-06,Naturgy NOA,1.56
2021-05-06,Naturgy BAN,8.15
2021-05-06,Distribuidora de Gas del Centro,3.051121
2021-05-06,MetroGAS,8.9751
2021-05-06,Distribuidora de Gas Cuyana,3.295071
2021-05-06,Litoral Gas,2.808187
2021-05-06,Camuzzi Gas del Sur,13.821573
2021-05-06,Camuzzi Gas Pampeana,9.31497
2021-05-06,GasNea,0.340676
2021-05-07,Camuzzi Gas Pampeana,9.011885
2021-05-07,Naturgy NOA,1.53
2021-05-07,GasNea,0.388161
2021-05-07,Litoral Gas,2.338674
2021-05-07,MetroGAS,8.8669
2021-05-07,Distribuidora de Gas del Centro,3.296326
2021-05-07,Camuzzi Gas del Sur,12.928596
2021-05-07,Naturgy BAN,8.17
2021-05-07,Distribuidora de Gas Cuyana,3.403289
2021-05-08,MetroGAS,7.5897
2021-05-08,Distribuidora de Gas del Centro,3.619137
2021-05-08,Camuzzi Gas del Sur,12.03922
2021-05-08,Camuzzi Gas Pampeana,8.42553
2021-05-08,Distribuidora de Gas Cuyana,3.153884
2021-05-08,GasNea,0.411386
2021-05-08,Litoral Gas,2.716933
2021-05-08,Naturgy BAN,7.28
2021-05-08,Naturgy NOA,1.53
2021-05-09,Distribuidora de Gas del Centro,3.204
2021-05-09,Naturgy BAN,7
2021-05-09,Distribuidora de Gas Cuyana,3.036624
2021-05-09,MetroGAS,7.3096
2021-05-09,GasNea,0.314883
2021-05-09,Camuzzi Gas del Sur,12.175812
2021-05-09,Camuzzi Gas Pampeana,8.555306
2021-05-09,Naturgy NOA,1.47
2021-05-09,Litoral Gas,2.203359
2021-05-10,MetroGAS,8.6283
2021-05-10,Camuzzi Gas Pampeana,9.745062
2021-05-10,Camuzzi Gas del Sur,13.638085
2021-05-10,GasNea,0.390865
2021-05-10,Distribuidora de Gas del Centro,3.387049
2021-05-10,Naturgy BAN,7.67
2021-05-10,Naturgy NOA,1.47
2021-05-10,Litoral Gas,3.108259
2021-05-10,Distribuidora de Gas Cuyana,3.187555
2021-05-11,Distribuidora de Gas Cuyana,3.320615
2021-05-11,MetroGAS,9.9071
2021-05-11,Camuzzi Gas Pampeana,10.294901
2021-05-11,Camuzzi Gas del Sur,13.543621
2021-05-11,GasNea,0.512317
2021-05-11,Distribuidora de Gas del Centro,3.631733
2021-05-11,Litoral Gas,3.395501
2021-05-11,Naturgy BAN,9.2
2021-05-11,Naturgy NOA,1.48
2021-05-12,GasNea,0.579954
2021-05-12,Litoral Gas,4.273439
2021-05-12,Distribuidora de Gas Cuyana,3.009483
2021-05-12,MetroGAS,9.8601
2021-05-12,Camuzzi Gas Pampeana,9.897157
2021-05-12,Naturgy NOA,1.48
2021-05-12,Naturgy BAN,9.09
2021-05-12,Distribuidora de Gas del Centro,3.507
2021-05-12,Camuzzi Gas del Sur,12.66955
2021-05-13,Distribuidora de Gas Cuyana,3.600725
2021-05-13,Naturgy BAN,8.73
2021-05-13,Litoral Gas,5.51715
2021-05-13,GasNea,0.552266
2021-05-13,Naturgy NOA,1.51
2021-05-13,Camuzzi Gas Pampeana,9.201066
2021-05-13,Distribuidora de Gas del Centro,3.814701
2021-05-13,Camuzzi Gas del Sur,12.867393
2021-05-13,MetroGAS,9.328
2021-05-14,Litoral Gas,3.60445
2021-05-14,Distribuidora de Gas Cuyana,2.733727
2021-05-14,Naturgy BAN,8.4
2021-05-14,Naturgy NOA,1.51
2021-05-14,Distribuidora de Gas del Centro,3.459844
2021-05-14,GasNea,0.513233
2021-05-14,MetroGAS,9.0858
2021-05-14,Camuzzi Gas Pampeana,8.823369
2021-05-14,Camuzzi Gas del Sur,13.188691
2021-05-15,Camuzzi Gas Pampeana,8.297133
2021-05-15,GasNea,0.428361
2021-05-15,Naturgy NOA,1.44
2021-05-15,Litoral Gas,3.171375
2021-05-15,Camuzzi Gas del Sur,12.994638
2021-05-15,Distribuidora de Gas Cuyana,2.782045
2021-05-15,Naturgy BAN,8.45
2021-05-15,Distribuidora de Gas del Centro,3.037201
2021-05-15,MetroGAS,8.7684
2021-05-16,Distribuidora de Gas Cuyana,2.650364
2021-05-16,Distribuidora de Gas del Centro,2.531
2021-05-16,MetroGAS,7.9041
2021-05-16,Naturgy BAN,8.19
2021-05-16,Camuzzi Gas del Sur,13.49321
2021-05-16,Naturgy NOA,1.33
2021-05-16,Litoral Gas,2.746955
2021-05-16,Camuzzi Gas Pampeana,8.386148
2021-05-16,GasNea,0.379057
2021-05-17,MetroGAS,9.7856
2021-05-17,Distribuidora de Gas del Centro,2.755
2021-05-17,Distribuidora de Gas Cuyana,3.116092
2021-05-17,GasNea,0.512615
2021-05-17,Camuzzi Gas Pampeana,9.301106
2021-05-17,Camuzzi Gas del Sur,13.943492
2021-05-17,Naturgy NOA,1.42
